"","Year","Council","","20% most deprived","2","3","4","20% least deprived","All"
"1357","2016","Argyll & Bute","Groups or individual harassing others","*","*","-","2.9","*","3.2"
"1358","2016","Clackmannanshire","Groups or individual harassing others","10","6","*","*","*","5.7"
"1359","2016","Dumfries & Galloway","Groups or individual harassing others","*","12.1","2.3","*","*","7.3"
"1360","2016","Dundee City","Groups or individual harassing others","14.3","*","*","*","*","7.4"
"1361","2016","East Ayrshire","Groups or individual harassing others","10.1","6.4","*","*","*","6.1"
"1362","2016","East Dunbartonshire","Groups or individual harassing others","*","3.8","*","*","0.8","1.4"
"1363","2016","East Lothian","Groups or individual harassing others","*","15","5.8","14.3","*","10.1"
"1364","2016","East Renfrewshire","Groups or individual harassing others","*","*","*","*","0.9","3.9"
"1365","2016","Edinburgh, City of","Groups or individual harassing others","18.4","13.7","11.6","4.1","4.4","8.7"
"1366","2016","Falkirk","Groups or individual harassing others","*","11.7","-","0.8","*","4.6"
"1367","2016","Fife","Groups or individual harassing others","11.4","6.9","8.9","1.4","4","6.8"
"1368","2016","Glasgow City","Groups or individual harassing others","12.7","13.6","8.2","2","1.2","9.5"
"1369","2016","Highland","Groups or individual harassing others","*","5","0.7","0.6","*","2.6"
"1370","2016","Inverclyde","Groups or individual harassing others","11","*","*","*","*","5.8"
"1371","2016","Midlothian","Groups or individual harassing others","*","13.4","*","1.5","*","8"
"1372","2016","Moray","Groups or individual harassing others","*","*","2.9","2.5","*","6.8"
"1373","2016","Na-h Eileanan Siar","Groups or individual harassing others","-","*","0.5","*","-","0.7"
"1374","2016","North Ayrshire","Groups or individual harassing others","5.6","6.8","*","*","*","5"
"1375","2016","North Lanarkshire","Groups or individual harassing others","13","10.2","2.7","*","*","8.1"
"1376","2016","Orkney Islands","Groups or individual harassing others","-","*","-","2.1","*","1.1"
"1377","2016","Perth & Kinross","Groups or individual harassing others","*","*","*","0.8","4.4","4.2"
"1378","2016","Renfrewshire","Groups or individual harassing others","8.8","5.8","*","*","*","4.2"
"1379","2016","Scotland","Groups or individual harassing others","12.2","9.2","5.1","2.9","2.5","6.4"
"1380","2016","Scottish Borders","Groups or individual harassing others","*","*","7.7","3.4","*","5.4"
"1381","2016","Shetland Islands","Groups or individual harassing others","-","*","5.9","1.3","-","2.7"
"1382","2016","South Ayrshire","Groups or individual harassing others","*","4.4","5.2","*","*","6.1"
"1383","2016","South Lanarkshire","Groups or individual harassing others","11.6","5.6","6.2","4.9","*","6.2"
"1384","2016","Stirling","Groups or individual harassing others","*","*","*","-","-","4.5"
"1385","2016","West Dunbartonshire","Groups or individual harassing others","14.1","3.9","*","*","*","7.7"
"1386","2016","West Lothian","Groups or individual harassing others","*","6.8","5.2","*","*","4.2"
"1387","2016","Aberdeen City","Drugs misuse","*","27.8","*","*","1.9","14.6"
"1388","2016","Aberdeenshire","Drugs misuse","*","*","6.7","2.2","5.1","6.8"
"1389","2016","Angus","Drugs misuse","*","*","7.1","2.2","*","8.8"
"1390","2016","Argyll & Bute","Drugs misuse","*","*","6.5","16.6","*","15.6"
"1391","2016","Clackmannanshire","Drugs misuse","29.2","19","*","*","*","15.1"
"1392","2016","Dumfries & Galloway","Drugs misuse","*","17.5","12","*","*","14.4"
"1393","2016","Dundee City","Drugs misuse","31.3","*","*","*","*","20.3"
"1394","2016","East Ayrshire","Drugs misuse","27.9","14","*","*","*","17.4"
"1395","2016","East Dunbartonshire","Drugs misuse","*","13.2","*","*","5.6","8.6"
"1396","2016","East Lothian","Drugs misuse","*","28.9","11.1","6.1","*","13.1"
"1397","2016","East Renfrewshire","Drugs misuse","*","*","*","*","-","3.2"
"1398","2016","Edinburgh, City of","Drugs misuse","39","23.6","14.7","7.3","2.7","13.2"
"1399","2016","Falkirk","Drugs misuse","*","11.2","-","-","*","6.8"
"1400","2016","Fife","Drugs misuse","23.5","8.6","10.8","0.7","3.9","9.9"
"1401","2016","Glasgow City","Drugs misuse","21.6","14","7.9","4.1","1.1","13.9"
"1402","2016","Highland","Drugs misuse","*","17.1","4.5","1.4","*","8"
"1403","2016","Inverclyde","Drugs misuse","34.1","*","*","*","*","22.2"
"1404","2016","Midlothian","Drugs misuse","*","16.2","*","2.2","*","10.7"
"1405","2016","Moray","Drugs misuse","*","*","7.1","7.7","*","13.1"
"1406","2016","Na-h Eileanan Siar","Drugs misuse","-","*","1.3","*","-","1.9"
"1407","2016","North Ayrshire","Drugs misuse","26.7","19.2","*","*","*","15.5"
"1408","2016","North Lanarkshire","Drugs misuse","18.3","12.2","2.7","*","*","11.5"
"1409","2016","Orkney Islands","Drugs misuse","-","*","10.3","2.3","*","6.2"
"1410","2016","Perth & Kinross","Drugs misuse","*","*","*","1.1","3.8","8.3"
"1411","2016","Renfrewshire","Drugs misuse","20","9.1","*","*","*","8.7"
"1412","2016","Scotland","Drugs misuse","26.4","17.6","8.7","4.8","3","12.2"
"1413","2016","Scottish Borders","Drugs misuse","*","*","10.5","3.2","*","9.3"
"1414","2016","Shetland Islands","Drugs misuse","-","*","10.8","7.3","-","9.3"
"1415","2016","South Ayrshire","Drugs misuse","*","8.6","6.1","*","*","12.7"
"1416","2016","South Lanarkshire","Drugs misuse","28.1","19.7","10.5","5.9","*","15"
"1417","2016","Stirling","Drugs misuse","*","*","*","8.1","2.7","14.3"
"1418","2016","West Dunbartonshire","Drugs misuse","45","20","*","*","*","29.9"
"1419","2016","West Lothian","Drugs misuse","*","15.7","4.2","*","*","7"
"1420","2016","Aberdeen City","Rowdy behaviour","*","25.4","*","*","3.3","15.7"
"1421","2016","Aberdeenshire","Rowdy behaviour","*","*","8.2","1.4","6.3","6.5"
"1422","2016","Angus","Rowdy behaviour","*","*","8.7","-","*","7.6"
"1423","2016","Argyll & Bute","Rowdy behaviour","*","*","3.4","6.2","*","8.1"
"1424","2016","Clackmannanshire","Rowdy behaviour","21","14.8","*","*","*","14"
"1425","2016","Dumfries & Galloway","Rowdy behaviour","*","15.2","7.7","*","*","10.1"
"1426","2016","Dundee City","Rowdy behaviour","23.2","*","*","*","*","13.7"
"1427","2016","East Ayrshire","Rowdy behaviour","20.6","10.8","*","*","*","11.4"
"1428","2016","East Dunbartonshire","Rowdy behaviour","*","9.9","*","*","5.3","6.7"
"1429","2016","East Lothian","Rowdy behaviour","*","14.1","6.7","8.2","*","8.5"
"1430","2016","East Renfrewshire","Rowdy behaviour","*","*","*","*","0.9","5.5"
"1431","2016","Edinburgh, City of","Rowdy behaviour","26.9","26.3","25.1","9.3","9.2","16.6"
"1432","2016","Falkirk","Rowdy behaviour","*","8.1","4.1","9.2","*","8.7"
"1433","2016","Fife","Rowdy behaviour","18.2","7","14.5","0.7","5.4","9.6"
"1434","2016","Glasgow City","Rowdy behaviour","19.4","12.5","17.2","5.8","9.4","15.3"
"1435","2016","Highland","Rowdy behaviour","*","8","6.1","3.5","*","7.4"
"1436","2016","Inverclyde","Rowdy behaviour","16.5","*","*","*","*","12.2"
"1437","2016","Midlothian","Rowdy behaviour","*","15.2","*","2.2","*","7.8"
"1438","2016","Moray","Rowdy behaviour","*","*","10.7","10.9","*","14.5"
"1439","2016","Na-h Eileanan Siar","Rowdy behaviour","-","*","2.5","*","-","3.3"
"1440","2016","North Ayrshire","Rowdy behaviour","17.5","11.3","*","*","*","10.3"
"1441","2016","North Lanarkshire","Rowdy behaviour","17.7","14.9","5.1","*","*","12.7"
"1442","2016","Orkney Islands","Rowdy behaviour","-","*","-","4.2","*","3.3"
"1443","2016","Perth & Kinross","Rowdy behaviour","*","*","*","5.3","2.9","7.2"
"1444","2016","Renfrewshire","Rowdy behaviour","19.5","5.6","*","*","*","7.7"
"1445","2016","Scotland","Rowdy behaviour","20.9","14.5","10","4.9","5.3","11.2"
"1446","2016","Scottish Borders","Rowdy behaviour","*","*","6.6","2.1","*","5.3"
"1447","2016","Shetland Islands","Rowdy behaviour","-","*","9.4","0.6","-","4"
"1448","2016","South Ayrshire","Rowdy behaviour","*","8.8","3.6","*","*","8.4"
"1449","2016","South Lanarkshire","Rowdy behaviour","29.6","11.6","10.5","-","*","12.1"
"1450","2016","Stirling","Rowdy behaviour","*","*","*","7.9","5.4","12.3"
"1451","2016","West Dunbartonshire","Rowdy behaviour","28.8","16.4","*","*","*","19.4"
"1452","2016","West Lothian","Rowdy behaviour","*","14.9","8.3","*","*","7.9"
"1453","2016","Aberdeen City","Noisy neighbours/regular loud parties","*","19.2","*","*","4.1","13.1"
"1454","2016","Aberdeenshire","Noisy neighbours/regular loud parties","*","*","2.3","3.3","2","3.8"
"1455","2016","Angus","Noisy neighbours/regular loud parties","*","*","9.3","2.2","*","7.7"
"1456","2016","Argyll & Bute","Noisy neighbours/regular loud parties","*","*","4.8","1.3","*","5.8"
"1457","2016","Clackmannanshire","Noisy neighbours/regular loud parties","14.2","12.5","*","*","*","9.4"
"1458","2016","Dumfries & Galloway","Noisy neighbours/regular loud parties","*","7.4","5.3","*","*","8.4"
"1459","2016","Dundee City","Noisy neighbours/regular loud parties","18.3","*","*","*","*","14.8"
"1460","2016","East Ayrshire","Noisy neighbours/regular loud parties","10.4","14.4","*","*","*","9.2"
"1461","2016","East Dunbartonshire","Noisy neighbours/regular loud parties","*","4.3","*","*","1.6","2"
"1462","2016","East Lothian","Noisy neighbours/regular loud parties","*","20.5","11.2","5.9","*","11.9"
"1463","2016","East Renfrewshire","Noisy neighbours/regular loud parties","*","*","*","*","1.4","3.4"
"1464","2016","Edinburgh, City of","Noisy neighbours/regular loud parties","26.5","18.5","17.7","9.2","7.6","13.5"
"1465","2016","Falkirk","Noisy neighbours/regular loud parties","*","8","5","0.8","*","5.9"
"1466","2016","Fife","Noisy neighbours/regular loud parties","16.8","5.4","13.6","4.4","3.3","8.9"
"1467","2016","Glasgow City","Noisy neighbours/regular loud parties","16","14.2","19.2","8.4","11.2","14.7"
"1468","2016","Highland","Noisy neighbours/regular loud parties","*","13.2","7.6","0.6","*","6.6"
"1469","2016","Inverclyde","Noisy neighbours/regular loud parties","8.2","*","*","*","*","6.3"
"1470","2016","Midlothian","Noisy neighbours/regular loud parties","*","9.6","*","4.9","*","7.7"
"1471","2016","Moray","Noisy neighbours/regular loud parties","*","*","5","5","*","9.5"
"1472","2016","Na-h Eileanan Siar","Noisy neighbours/regular loud parties","-","*","3.5","*","-","3.7"
"1473","2016","North Ayrshire","Noisy neighbours/regular loud parties","23","8.1","*","*","*","11.6"
"1474","2016","North Lanarkshire","Noisy neighbours/regular loud parties","15","16.2","8.6","*","*","12.4"
"1475","2016","Orkney Islands","Noisy neighbours/regular loud parties","-","*","5.6","-","*","1.6"
"1476","2016","Perth & Kinross","Noisy neighbours/regular loud parties","*","*","*","4.4","1.8","8.9"
"1477","2016","Renfrewshire","Noisy neighbours/regular loud parties","20.1","2.3","*","*","*","8.6"
"1478","2016","Scotland","Noisy neighbours/regular loud parties","16.9","12.7","9.8","4.7","4.5","9.8"
"1479","2016","Scottish Borders","Noisy neighbours/regular loud parties","*","*","5.5","4.1","*","5.4"
"1480","2016","Shetland Islands","Noisy neighbours/regular loud parties","-","*","11","2.5","-","5.8"
"1481","2016","South Ayrshire","Noisy neighbours/regular loud parties","*","5","1.8","*","*","4.7"
"1482","2016","South Lanarkshire","Noisy neighbours/regular loud parties","14.8","16.9","9.2","4.3","*","10.9"
"1483","2016","Stirling","Noisy neighbours/regular loud parties","*","*","*","3.9","9.6","8.6"
"1484","2016","West Dunbartonshire","Noisy neighbours/regular loud parties","19.1","3.1","*","*","*","9.3"
"1485","2016","West Lothian","Noisy neighbours/regular loud parties","*","11.8","13.8","*","*","8.3"
"1486","2016","Aberdeen City","Neighbour disputes","*","20.4","*","*","1.5","9.2"
"1487","2016","Aberdeenshire","Neighbour disputes","*","*","3.7","4.4","5.6","5.3"
"1488","2016","Angus","Neighbour disputes","*","*","5.6","2","*","4.7"
"1489","2016","Argyll & Bute","Neighbour disputes","*","*","6.8","4.2","*","5.8"
"1490","2016","Clackmannanshire","Neighbour disputes","6.1","3.2","*","*","*","4.3"
"1491","2016","Dumfries & Galloway","Neighbour disputes","*","5.9","7.9","*","*","5.9"
"1492","2016","Dundee City","Neighbour disputes","20.4","*","*","*","*","11.9"
"1493","2016","East Ayrshire","Neighbour disputes","11.9","14","*","*","*","10.9"
"1494","2016","East Dunbartonshire","Neighbour disputes","*","6.6","*","*","-","1.9"
"1495","2016","East Lothian","Neighbour disputes","*","13.8","5.1","4.1","*","7.6"
"1496","2016","East Renfrewshire","Neighbour disputes","*","*","*","*","0.6","2.5"
"1497","2016","Edinburgh, City of","Neighbour disputes","17","7.1","7.2","8.3","4.6","7.5"
"1498","2016","Falkirk","Neighbour disputes","*","9.4","2.1","1.5","*","4.2"
"1499","2016","Fife","Neighbour disputes","7.5","8.7","10.8","2.1","1.9","6.6"
"1500","2016","Glasgow City","Neighbour disputes","9.2","6.1","5.2","0.7","1.2","6.2"
"1501","2016","Highland","Neighbour disputes","*","7.2","1.2","1.9","*","2.8"
"1502","2016","Inverclyde","Neighbour disputes","6","*","*","*","*","4.9"
"1503","2016","Midlothian","Neighbour disputes","*","4.6","*","-","*","5.6"
"1504","2016","Moray","Neighbour disputes","*","*","4.9","0.9","*","7.7"
"1505","2016","Na-h Eileanan Siar","Neighbour disputes","-","*","0.8","*","-","0.7"
"1506","2016","North Ayrshire","Neighbour disputes","10.6","4.1","*","*","*","6.3"
"1507","2016","North Lanarkshire","Neighbour disputes","12.7","4.6","4.6","*","*","6.9"
"1508","2016","Orkney Islands","Neighbour disputes","-","*","5","2.5","*","3.7"
"1509","2016","Perth & Kinross","Neighbour disputes","*","*","*","5.3","2.2","8.7"
"1510","2016","Renfrewshire","Neighbour disputes","10.6","0.9","*","*","*","5.2"
"1511","2016","Scotland","Neighbour disputes","11.4","7.9","6","3.6","2.6","6.3"
"1512","2016","Scottish Borders","Neighbour disputes","*","*","4.8","7.5","*","5.8"
"1513","2016","Shetland Islands","Neighbour disputes","-","*","1.3","1.6","-","1.4"
"1514","2016","South Ayrshire","Neighbour disputes","*","6.2","5.3","*","*","7.2"
"1515","2016","South Lanarkshire","Neighbour disputes","14","8.3","9.3","4.7","*","8.1"
"1516","2016","Stirling","Neighbour disputes","*","*","*","2.4","3.8","4.3"
"1517","2016","West Dunbartonshire","Neighbour disputes","10.6","1.7","*","*","*","5.5"
"1518","2016","West Lothian","Neighbour disputes","*","1.1","7.6","*","*","3.6"
"1519","2016","Aberdeen City","Rubbish / litter lying around","*","36.3","*","*","16.7","25.9"
"1520","2016","Aberdeenshire","Rubbish / litter lying around","*","*","14.4","13.8","12.1","16"
"1521","2016","Angus","Rubbish / litter lying around","*","*","26.5","13.8","*","26.1"
"1522","2016","Argyll & Bute","Rubbish / litter lying around","*","*","11.9","16.4","*","18.8"
"1523","2016","Clackmannanshire","Rubbish / litter lying around","37.8","24","*","*","*","22.7"
"1524","2016","Dumfries & Galloway","Rubbish / litter lying around","*","45.8","27.5","*","*","31.8"
"1525","2016","Dundee City","Rubbish / litter lying around","49.2","*","*","*","*","34.6"
"1526","2016","East Ayrshire","Rubbish / litter lying around","48.7","24.3","*","*","*","32.3"
"1527","2016","East Dunbartonshire","Rubbish / litter lying around","*","25.2","*","*","7.7","14"
"1528","2016","East Lothian","Rubbish / litter lying around","*","44.9","27.8","17.9","*","26.4"
"1529","2016","East Renfrewshire","Rubbish / litter lying around","*","*","*","*","14.5","21.4"
"1530","2016","Edinburgh, City of","Rubbish / litter lying around","66.1","52","53.4","39.6","27.6","42"
"1531","2016","Falkirk","Rubbish / litter lying around","*","25.9","20.5","10.3","*","19.8"
"1532","2016","Fife","Rubbish / litter lying around","33.5","27.3","27.2","10.4","17.2","23.9"
"1533","2016","Glasgow City","Rubbish / litter lying around","46.5","46.6","53.2","39.1","29.5","44.3"
"1534","2016","Highland","Rubbish / litter lying around","*","23.4","23.5","17.8","*","25.8"
"1535","2016","Inverclyde","Rubbish / litter lying around","41.8","*","*","*","*","31"
"1536","2016","Midlothian","Rubbish / litter lying around","*","43.1","*","23.4","*","35.8"
"1537","2016","Moray","Rubbish / litter lying around","*","*","31.2","18.5","*","34.3"
"1538","2016","Na-h Eileanan Siar","Rubbish / litter lying around","-","*","8.7","*","-","8.9"
"1539","2016","North Ayrshire","Rubbish / litter lying around","40.8","33.6","*","*","*","31.2"
"1540","2016","North Lanarkshire","Rubbish / litter lying around","35.9","38","27.2","*","*","31.6"
"1541","2016","Orkney Islands","Rubbish / litter lying around","-","*","12.3","11.1","*","11.4"
"1542","2016","Perth & Kinross","Rubbish / litter lying around","*","*","*","13","15.6","18"
"1543","2016","Renfrewshire","Rubbish / litter lying around","53.2","33.1","*","*","*","31.9"
"1544","2016","Scotland","Rubbish / litter lying around","44.9","36.2","29.1","19.9","18.5","29.8"
"1545","2016","Scottish Borders","Rubbish / litter lying around","*","*","21.3","10.9","*","18.8"
"1546","2016","Shetland Islands","Rubbish / litter lying around","-","*","24.9","12.4","-","17.8"
"1547","2016","South Ayrshire","Rubbish / litter lying around","*","28.1","19.2","*","*","28.4"
"1548","2016","South Lanarkshire","Rubbish / litter lying around","42.1","40.7","37.4","28.6","*","35.9"
"1549","2016","Stirling","Rubbish / litter lying around","*","*","*","25.6","5.6","25.1"
"1550","2016","West Dunbartonshire","Rubbish / litter lying around","42.1","19.8","*","*","*","30.4"
"1551","2016","West Lothian","Rubbish / litter lying around","*","24.4","25.8","*","*","17.9"
"1552","2016","Aberdeen City","Animal nuisance","*","28.3","*","*","19.4","25"
"1553","2016","Aberdeenshire","Animal nuisance","*","*","23.3","23.5","18.7","23.7"
"1554","2016","Angus","Animal nuisance","*","*","15.9","17.3","*","25.7"
"1555","2016","Argyll & Bute","Animal nuisance","*","*","33.8","30.4","*","32.5"
"1556","2016","Clackmannanshire","Animal nuisance","33.9","41","*","*","*","38.1"
"1557","2016","Dumfries & Galloway","Animal nuisance","*","50.6","29","*","*","36.9"
"1558","2016","Dundee City","Animal nuisance","41.8","*","*","*","*","32"
"1559","2016","East Ayrshire","Animal nuisance","40.2","36.4","*","*","*","38.3"
"1560","2016","East Dunbartonshire","Animal nuisance","*","49.6","*","*","27","31.2"
"1561","2016","East Lothian","Animal nuisance","*","45.8","40.3","27","*","35.2"
"1562","2016","East Renfrewshire","Animal nuisance","*","*","*","*","19.6","26.5"
"1563","2016","Edinburgh, City of","Animal nuisance","58.7","52.9","37.8","33.7","22.6","35.8"
"1564","2016","Falkirk","Animal nuisance","*","21.2","20","15","*","20.6"
"1565","2016","Fife","Animal nuisance","39.5","24.3","30.9","26.4","26.6","29.5"
"1566","2016","Glasgow City","Animal nuisance","43.3","38.6","32.9","28.2","16.1","35.9"
"1567","2016","Highland","Animal nuisance","*","33.6","15.2","20.4","*","22.6"
"1568","2016","Inverclyde","Animal nuisance","32.3","*","*","*","*","31"
"1569","2016","Midlothian","Animal nuisance","*","47.3","*","31.1","*","40.2"
"1570","2016","Moray","Animal nuisance","*","*","24","28.9","*","34.4"
"1571","2016","Na-h Eileanan Siar","Animal nuisance","-","*","12.1","*","-","13.3"
"1572","2016","North Ayrshire","Animal nuisance","40.3","29.3","*","*","*","32.4"
"1573","2016","North Lanarkshire","Animal nuisance","42.4","41.5","29.3","*","*","37.6"
"1574","2016","Orkney Islands","Animal nuisance","-","*","31.9","18.8","*","22.2"
"1575","2016","Perth & Kinross","Animal nuisance","*","*","*","19.9","13.7","22.5"
"1576","2016","Renfrewshire","Animal nuisance","40.9","39.4","*","*","*","35.3"
"1577","2016","Scotland","Animal nuisance","42.8","37.4","30.4","25.1","21.1","31.4"
"1578","2016","Scottish Borders","Animal nuisance","*","*","36.3","27.7","*","36.6"
"1579","2016","Shetland Islands","Animal nuisance","-","*","15.4","14.3","-","15.8"
"1580","2016","South Ayrshire","Animal nuisance","*","20.4","39.3","*","*","29.2"
"1581","2016","South Lanarkshire","Animal nuisance","38.7","38.2","32.8","24.2","*","32"
"1582","2016","Stirling","Animal nuisance","*","*","*","27.1","13.3","29.2"
"1583","2016","West Dunbartonshire","Animal nuisance","51.5","45.2","*","*","*","45.5"
"1584","2016","West Lothian","Animal nuisance","*","18.4","34.8","*","*","23.7"
"1585","2016","Aberdeen City","Abandoned/burnt out vehicles","*","5.7","*","*","1","4.2"
"1586","2016","Aberdeenshire","Abandoned/burnt out vehicles","*","*","-","2.6","1.2","1.7"
"1587","2016","Angus","Abandoned/burnt out vehicles","*","*","1.7","-","*","0.8"
"1588","2016","Argyll & Bute","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"1589","2016","Clackmannanshire","Abandoned/burnt out vehicles","2.6","-","*","*","*","0.6"
"1590","2016","Dumfries & Galloway","Abandoned/burnt out vehicles","*","0.8","1","*","*","0.6"
"1591","2016","Dundee City","Abandoned/burnt out vehicles","0.7","*","*","*","*","0.3"
"1592","2016","East Ayrshire","Abandoned/burnt out vehicles","1.7","-","*","*","*","0.6"
"1593","2016","East Dunbartonshire","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"1594","2016","East Lothian","Abandoned/burnt out vehicles","*","5.1","0.9","0.8","*","2.6"
"1595","2016","East Renfrewshire","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"1596","2016","Edinburgh, City of","Abandoned/burnt out vehicles","14.3","5.9","4.6","1.7","2.6","4.9"
"1597","2016","Falkirk","Abandoned/burnt out vehicles","*","-","-","1.8","*","0.7"
"1598","2016","Fife","Abandoned/burnt out vehicles","4.8","0.5","3","-","1.9","2.1"
"1599","2016","Glasgow City","Abandoned/burnt out vehicles","2.3","-","-","0.8","-","1.2"
"1600","2016","Highland","Abandoned/burnt out vehicles","*","4.1","1.5","0.6","*","1.5"
"1601","2016","Inverclyde","Abandoned/burnt out vehicles","1.3","*","*","*","*","0.5"
"1602","2016","Midlothian","Abandoned/burnt out vehicles","*","6.5","*","1.5","*","3.5"
"1603","2016","Moray","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"1604","2016","Na-h Eileanan Siar","Abandoned/burnt out vehicles","-","*","2.1","*","-","1.6"
"1605","2016","North Ayrshire","Abandoned/burnt out vehicles","1.1","-","*","*","*","0.5"
"1606","2016","North Lanarkshire","Abandoned/burnt out vehicles","2.4","1.2","-","*","*","1.7"
"1607","2016","Orkney Islands","Abandoned/burnt out vehicles","-","*","-","0.8","*","0.9"
"1608","2016","Perth & Kinross","Abandoned/burnt out vehicles","*","*","*","1","-","0.6"
"1609","2016","Renfrewshire","Abandoned/burnt out vehicles","1.5","-","*","*","*","0.5"
"1610","2016","Scotland","Abandoned/burnt out vehicles","3.2","1.8","1.1","1.3","0.9","1.7"
"1611","2016","Scottish Borders","Abandoned/burnt out vehicles","*","*","-","0.5","*","0.2"
"1612","2016","Shetland Islands","Abandoned/burnt out vehicles","-","*","5.5","1.4","-","2.6"
"1613","2016","South Ayrshire","Abandoned/burnt out vehicles","*","-","-","*","*","0.2"
"1614","2016","South Lanarkshire","Abandoned/burnt out vehicles","2.5","3.5","-","1.1","*","1.8"
"1615","2016","Stirling","Abandoned/burnt out vehicles","*","*","*","1.7","-","1.4"
"1616","2016","West Dunbartonshire","Abandoned/burnt out vehicles","4.3","1.1","*","*","*","2.1"
"1617","2016","West Lothian","Abandoned/burnt out vehicles","*","-","2.1","*","*","1.3"
"1618","2016","Aberdeen City","Base","20","70","50","50","110","290"
"1619","2016","Aberdeenshire","Base","10","30","60","110","110","320"
"1620","2016","Angus","Base","20","50","70","60","40","230"
"1621","2016","Argyll & Bute","Base","20","40","90","70","20","240"
"1622","2016","Clackmannanshire","Base","60","80","50","30","20","240"
"1623","2016","Dumfries & Galloway","Base","20","60","100","40","20","250"
"1624","2016","Dundee City","Base","100","40","30","30","30","230"
"1625","2016","East Ayrshire","Base","80","50","30","30","20","210"
"1626","2016","East Dunbartonshire","Base","20","50","10","50","120","260"
"1627","2016","East Lothian","Base","10","80","70","70","50","290"
"1628","2016","East Renfrewshire","Base","20","20","30","40","130","230"
"1629","2016","Edinburgh, City of","Base","100","110","100","110","300","720"
"1630","2016","Falkirk","Base","50","70","60","50","40","250"
"1631","2016","Fife","Base","100","110","110","70","90","480"
"1632","2016","Glasgow City","Base","410","110","110","80","90","800"
"1633","2016","Highland","Base","20","70","80","90","20","280"
"1634","2016","Inverclyde","Base","110","30","30","40","30","240"
"1635","2016","Midlothian","Base","20","100","40","60","40","260"
"1636","2016","Moray","Base","0","40","70","90","40","240"
"1637","2016","Na-h Eileanan Siar","Base","-","50","190","20","-","260"
"1638","2016","North Ayrshire","Base","110","50","30","30","30","260"
"1639","2016","North Lanarkshire","Base","150","130","80","50","30","440"
"1640","2016","Orkney Islands","Base","-","40","70","110","20","230"
"1641","2016","Perth & Kinross","Base","10","20","40","90","50","220"
"1642","2016","Renfrewshire","Base","100","60","40","30","50","270"
"1643","2016","Scotland","Base","1880","1990","2070","1970","1730","9640"
"1644","2016","Scottish Borders","Base","20","30","90","80","10","230"
"1645","2016","Shetland Islands","Base","-","10","80","170","-","260"
"1646","2016","South Ayrshire","Base","50","70","60","30","40","250"
"1647","2016","South Lanarkshire","Base","90","120","80","70","50","400"
"1648","2016","Stirling","Base","30","50","40","70","70","260"
"1649","2016","West Dunbartonshire","Base","120","80","40","40","10","290"
"1650","2016","West Lothian","Base","40","70","60","30","40","240"
"1651","2017","Aberdeen City","Vandalism / graffiti / damage to property","*","3.6","8.9","0.8","1.7","4.6"
"1652","2017","Aberdeenshire","Vandalism / graffiti / damage to property","*","*","1.2","1.9","2.7","3.6"
"1653","2017","Angus","Vandalism / graffiti / damage to property","*","*","9.8","1.5","*","7.9"
"1654","2017","Argyll & Bute","Vandalism / graffiti / damage to property","*","*","1.2","1.8","*","5"
"1655","2017","Clackmannanshire","Vandalism / graffiti / damage to property","9.2","6","4.6","*","*","5"
"1656","2017","Dumfries & Galloway","Vandalism / graffiti / damage to property","*","9.6","0.5","*","*","5.4"
"1657","2017","Dundee City","Vandalism / graffiti / damage to property","21.2","*","*","*","*","11.5"
"1658","2017","East Ayrshire","Vandalism / graffiti / damage to property","17.5","3.8","*","*","*","7.8"
"1659","2017","East Dunbartonshire","Vandalism / graffiti / damage to property","*","*","*","*","5","4.7"
"1660","2017","East Lothian","Vandalism / graffiti / damage to property","*","7.4","4","5","*","5.1"
"1661","2017","East Renfrewshire","Vandalism / graffiti / damage to property","*","*","*","*","1","2.9"
"1662","2017","Edinburgh, City of","Vandalism / graffiti / damage to property","33.5","20.5","17.4","11.1","8.5","15.2"
"1663","2017","Falkirk","Vandalism / graffiti / damage to property","*","9.4","16.7","4.6","*","9.1"
"1664","2017","Fife","Vandalism / graffiti / damage to property","18.2","10.4","7.8","-","3.3","8.3"
"1665","2017","Glasgow City","Vandalism / graffiti / damage to property","20.3","10.9","13.4","15.3","10.1","15.9"
"1666","2017","Highland","Vandalism / graffiti / damage to property","*","4.8","2.3","1.1","*","4.9"
"1667","2017","Inverclyde","Vandalism / graffiti / damage to property","17.3","*","*","*","*","11.1"
"1668","2017","Midlothian","Vandalism / graffiti / damage to property","*","16.4","20.4","*","*","12.7"
"1669","2017","Moray","Vandalism / graffiti / damage to property","*","*","1.5","-","*","4.6"
"1670","2017","Na-h Eileanan Siar","Vandalism / graffiti / damage to property","-","3.9","0.3","*","-","1.2"
"1671","2017","North Ayrshire","Vandalism / graffiti / damage to property","14.3","*","*","*","*","8"
"1672","2017","North Lanarkshire","Vandalism / graffiti / damage to property","20.7","9.2","7.2","1.6","*","10.9"
"1673","2017","Orkney Islands","Vandalism / graffiti / damage to property","-","*","-","-","*","0.5"
"1674","2017","Perth & Kinross","Vandalism / graffiti / damage to property","*","*","5.4","0.4","*","4.8"
"1675","2017","Renfrewshire","Vandalism / graffiti / damage to property","16.8","*","*","*","*","8.2"
